com.tkforgeworks.RecipeProject,1
com.tkforgeworks.RecipeProject.controller,2
com.tkforgeworks.RecipeProject.model,3
com.tkforgeworks.RecipeProject.repository,2
com.tkforgeworks.RecipeProject.service,2
