com.tkforgeworks.RecipeProject,1
RecipeProject.com.tkforgeworks.RecipeProject.controller,2
RecipeProject.com.tkforgeworks.RecipeProject.model,3
RecipeProject.com.tkforgeworks.RecipeProject.repository,2
RecipeProject.com.tkforgeworks.RecipeProject.service,2
